Title,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed,Release.Console,Publisher,Publisher Location,Publisher Established,Notable games published,Publisher Notes,Features.Max Players,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Rating,Release.Year
Final Fantasy XII: Revenant Wings,38.55,67.38333333333334,30.98333333333333,41.0,27.383333333333333,54.41666666666666,76.53333333333333,51.71666666666667,10.0,39.18333333333333,34.4,51.21666666666667,30.5,25.0,27.116666666666667,29.366666666666667,34.86666666666667,30.1,6.0,24.866666666666667,Nintendo DS,SquareEnix,"Tokyo, Japan",1975.0,"*Dragon Quest* series
*Final Fantasy* series",,1,"Role-Playing (RPG),Strategy",SquareEnix,81,0.33,19.95,T,2007
SOCOM: U.S. Navy SEALs - Tactical Strike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Sony,"San Mateo, California, United States",1993.0,"*Ratchet & Clank* series
*Jak and Daxter* series
*God of War* series
*Killzone* series
*Uncharted* series
*Resistance* series",a.k.a. Sony Interactive Entertainment; publishing under the PlayStation Studios label since 2020,1,"Action,Strategy",Sony,72,0.33,14.95,M,2007
Unreal Tournament III,14.066666666666666,24.133333333333333,12.516666666666667,35.0,8.883333333333333,22.516666666666666,23.58333333333333,23.5,4.0,20.966666666666665,18.7,26.25,16.316666666666666,8.0,13.75,11.0,19.366666666666667,10.5,23.0,7.616666666666667,PlayStation 3,Midway,"Chicago, Illinois, United States",1988.0,*Mortal Kombat*,Midway Games; video game developer; assets acquired by Warner Bros. Interactive and THQ,1,Action,Midway,86,0.33,16.95,M,2007
Bee Movie Game,5.766666666666667,6.266666666666667,5.633333333333333,4.0,5.35,6.0,6.0,6.0,1.0,6.0,5.266666666666667,5.266666666666667,5.266666666666667,1.0,5.266666666666667,5.916666666666667,6.366666666666666,5.916666666666667,2.0,5.45,Nintendo Wii,Activision,"Santa Monica, California, United States",1979.0,"*Call of Duty*
*Guitar Hero*
*Spyro*
*Pitfall!*","video game developer; acquired Neversoft in 1999 and Infinity Ward in 2003; 
acquired several other developers as well; merged with Vivendi to form Activision 
Blizzard in 2008",2,Action,Activision,62,0.32,14.95,E,2007
Def Jam: Icon,8.0,8.25,8.0,2.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.25,8.0,2.0,7.75,X360,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,2,Action,EA,69,0.32,17.95,M,2007
Transformers: The Game,7.233333333333333,12.316666666666666,5.5,13.0,4.533333333333333,18.28333333333333,18.28333333333333,18.28333333333333,1.0,18.28333333333333,17.35,17.35,17.35,1.0,17.35,5.316666666666666,6.066666666666666,5.0,11.0,3.9166666666666665,PlayStation 3,Activision,"Santa Monica, California, United States",1979.0,"*Call of Duty*
*Guitar Hero*
*Spyro*
*Pitfall!*","video game developer; acquired Neversoft in 1999 and Infinity Ward in 2003; 
acquired several other developers as well; merged with Vivendi to form Activision 
Blizzard in 2008",1,Action,Activision,54,0.32,17.95,E,2007
TimeShift,8.5,11.85,8.916666666666666,78.0,6.35,9.066666666666666,9.516666666666667,9.0,5.0,8.516666666666667,10.2,12.55,10.0,9.0,8.716666666666667,8.216666666666667,10.65,8.4,64.0,6.15,X360,,,,,,1,Action,,70,0.32,12.95,M,2007
SSX Blur,10.0,10.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,1.0,10.0,Nintendo Wii,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,4,Sports,EA,74,0.31,17.95,E,2007
Bleach: The Blade of Fate,18.616666666666667,37.4,9.0,9.0,8.733333333333333,35.5,48.25,35.5,2.0,22.75,20.0,26.0,20.0,4.0,14.0,5.55,6.633333333333333,5.0,3.0,4.466666666666667,Nintendo DS,Sega,"Tokyo, Japan",1960.0,"*Sonic the Hedgehog* series
*Phantasy Star* series
*Virtua Fighter series*",video game developer; merged with Sammy Studios as Sega Sammy Holdings,1,Action,Sega,83,0.31,17.95,E,2007
EA Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nintendo DS,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,1,"Racing / Driving,Sports",EA,60,0.31,11.95,E,2007
Final Fantasy II,29.933333333333337,64.48333333333333,28.0,151.0,21.08333333333333,45.45,72.38333333333334,44.13333333333333,19.0,31.65,33.083333333333336,45.86666666666667,30.433333333333337,41.0,25.116666666666667,25.266666666666666,41.78333333333333,25.0,91.0,19.166666666666668,Sony PSP,SquareEnix,"Tokyo, Japan",1975.0,"*Dragon Quest* series
*Final Fantasy* series",,1,Role-Playing (RPG),SquareEnix,63,0.31,17.95,E,2007
The Eye of Judgment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PlayStation 3,Sony,"San Mateo, California, United States",1993.0,"*Ratchet & Clank* series
*Jak and Daxter* series
*God of War* series
*Killzone* series
*Uncharted* series
*Resistance* series",a.k.a. Sony Interactive Entertainment; publishing under the PlayStation Studios label since 2020,2,Strategy,Sony,75,0.3,12.95,E,2007
MLB 07: The Show,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PlayStation 3,Sony,"San Mateo, California, United States",1993.0,"*Ratchet & Clank* series
*Jak and Daxter* series
*God of War* series
*Killzone* series
*Uncharted* series
*Resistance* series",a.k.a. Sony Interactive Entertainment; publishing under the PlayStation Studios label since 2020,2,Sports,Sony,77,0.3,9.95,T,2007
Virtua Fighter 5,3.333333333333333,5.7,1.5,10.0,1.3666666666666667,1.25,1.3666666666666667,1.25,2.0,1.1166666666666667,8.333333333333334,8.583333333333334,8.0,3.0,8.083333333333334,1.1666666666666667,1.5833333333333337,1.1666666666666667,5.0,0.75,PlayStation 3,Sega,"Tokyo, Japan",1960.0,"*Sonic the Hedgehog* series
*Phantasy Star* series
*Virtua Fighter series*",video game developer; merged with Sammy Studios as Sega Sammy Holdings,2,Action,Sega,85,0.3,14.95,M,2007
NiGHTS: Journey of Dreams,6.683333333333334,7.083333333333333,6.616666666666667,4.0,6.316666666666666,0.0,0.0,0.0,0.0,0.0,7.25,7.25,7.25,1.0,7.25,6.5,6.883333333333333,6.0,3.0,6.116666666666666,Nintendo Wii,Sega,"Tokyo, Japan",1960.0,"*Sonic the Hedgehog* series
*Phantasy Star* series
*Virtua Fighter series*",video game developer; merged with Sammy Studios as Sega Sammy Holdings,2,Action,Sega,69,0.3,14.95,M,2007
Puzzle Quest: Challenge of the Warlords,41.16666666666666,59.78333333333333,40.0,58.0,27.78333333333333,54.56666666666667,62.63333333333333,56.0,7.0,47.63333333333333,40.95,59.85,40.5,30.0,27.85,37.016666666666666,47.5,35.0,21.0,29.0,Nintendo DS,,,,,,1,"Role-Playing (RPG),Strategy",,82,0.3,17.95,E,2007
NBA Live 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,1,Sports,EA,73,0.3,14.95,E,2007
Kane & Lynch: Dead Men,5.933333333333334,11.816666666666666,6.0,124.0,4.483333333333333,9.55,11.633333333333333,9.0,4.0,7.75,6.633333333333333,10.733333333333333,6.333333333333333,25.0,4.783333333333333,5.6,11.733333333333333,6.0,95.0,4.4,PlayStation 3,Eidos,"London, England, United Kingdom",1990.0,"*Tomb Raider* series
*Hitman* series
*Championship Manager series*","Eidos Interactive; absorbed by Square Enix Europe in 2009. Several assets including Crystal 
Dynamics, Eidos-Montreal, along with related franchises like *Tomb Raider* 
were acquired by Embracer Group in 2022",2,Action,Eidos,64,0.29,19.95,E,2007
Crash of the Titans,7.75,9.05,8.0,19.0,5.716666666666667,9.216666666666669,9.733333333333333,9.216666666666669,2.0,8.7,10.1,10.1,10.1,1.0,10.1,7.433333333333334,8.733333333333333,7.5,16.0,5.5,X360,,,,,,2,Action,,65,0.29,17.95,E,2007
Harry Potter and the Order of the Phoenix,12.383333333333333,15.65,12.25,25.0,8.816666666666666,15.2,17.05,15.0,10.0,14.05,10.0,10.0,10.0,1.0,10.0,10.533333333333331,14.133333333333333,10.0,14.0,7.8,Nintendo DS,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,1,Action,EA,51,0.29,17.95,E,2007
SimCity DS,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,Nintendo DS,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,1,Simulation,EA,69,0.29,14.95,T,2007
Wario: Master of Disguise,10.283333333333331,12.433333333333334,9.5,4.0,8.533333333333333,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,15.0,8.716666666666667,9.416666666666666,9.0,3.0,8.016666666666667,Nintendo DS,Nintendo,"Kyoto, Japan",1889.0,"*Mario*
*The Legend of Zelda*
*Metroid*
*Pokémon*
*Pikmin*
*Kirby*
*Animal Crossing*",video game developer,1,Action,Nintendo,60,0.29,14.95,E,2007
No More Heroes,14.633333333333333,35.9,13.0,80.0,9.4,26.883333333333333,41.833333333333336,24.5,12.0,19.83333333333333,14.4,19.35,14.0,34.0,11.833333333333334,10.533333333333331,12.816666666666666,10.0,34.0,7.633333333333333,Nintendo Wii,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,1,"Action,Racing / Driving",Ubisoft,83,0.29,17.95,M,2007
BlackSite: Area 51,5.816666666666666,7.9,5.8,30.0,4.683333333333334,6.8,7.4,6.8,2.0,6.216666666666667,5.866666666666667,6.216666666666667,6.0,4.0,5.466666666666667,5.733333333333333,7.816666666666666,5.533333333333333,24.0,4.583333333333333,X360,Midway,"Chicago, Illinois, United States",1988.0,*Mortal Kombat*,Midway Games; video game developer; assets acquired by Warner Bros. Interactive and THQ,1,Action,Midway,62,0.29,17.95,E,2007
Shrek the Third,5.116666666666666,5.966666666666667,4.75,4.0,4.466666666666667,5.5,5.5,5.5,1.0,5.5,7.0,7.0,7.0,1.0,7.0,4.0,4.0,4.0,2.0,4.0,X360,Activision,"Santa Monica, California, United States",1979.0,"*Call of Duty*
*Guitar Hero*
*Spyro*
*Pitfall!*","video game developer; acquired Neversoft in 1999 and Infinity Ward in 2003; 
acquired several other developers as well; merged with Vivendi to form Activision 
Blizzard in 2008",2,Action,Activision,56,0.28,14.95,E,2007
Shrek the Third,5.116666666666666,5.966666666666667,4.75,4.0,4.466666666666667,5.5,5.5,5.5,1.0,5.5,7.0,7.0,7.0,1.0,7.0,4.0,4.0,4.0,2.0,4.0,Nintendo DS,Activision,"Santa Monica, California, United States",1979.0,"*Call of Duty*
*Guitar Hero*
*Spyro*
*Pitfall!*","video game developer; acquired Neversoft in 1999 and Infinity Ward in 2003; 
acquired several other developers as well; merged with Vivendi to form Activision 
Blizzard in 2008",1,Adventure,Activision,70,0.28,16.95,T,2007
Surf's Up,1.2833333333333332,1.6166666666666667,1.2833333333333332,2.0,0.9666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2833333333333332,1.6166666666666667,1.2833333333333332,2.0,0.9666666666666668,Nintendo DS,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,1,"Racing / Driving,Sports",Ubisoft,56,0.28,14.95,T,2007
MLB 07: The Show,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Sony,"San Mateo, California, United States",1993.0,"*Ratchet & Clank* series
*Jak and Daxter* series
*God of War* series
*Killzone* series
*Uncharted* series
*Resistance* series",a.k.a. Sony Interactive Entertainment; publishing under the PlayStation Studios label since 2020,1,Sports,Sony,82,0.28,9.95,E,2007
TMNT,4.916666666666667,6.466666666666667,5.0,32.0,3.466666666666667,5.183333333333334,6.166666666666667,5.0,10.0,4.4,5.5,6.8,5.75,4.0,4.05,4.65,5.466666666666667,4.75,18.0,3.35,X360,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,1,Action,Ubisoft,58,0.28,19.95,E,2007
Spider-Man: Friend or Foe,11.116666666666667,17.516666666666666,9.0,17.0,7.0,17.15,20.883333333333333,16.4,6.0,12.966666666666669,6.9,8.416666666666666,6.816666666666666,4.0,5.4,8.35,10.583333333333334,8.0,7.0,6.833333333333333,X360,Activision,"Santa Monica, California, United States",1979.0,"*Call of Duty*
*Guitar Hero*
*Spyro*
*Pitfall!*","video game developer; acquired Neversoft in 1999 and Infinity Ward in 2003; 
acquired several other developers as well; merged with Vivendi to form Activision 
Blizzard in 2008",2,Action,Activision,60,0.27,17.95,E,2007
Contra 4,7.366666666666666,17.916666666666668,3.1166666666666667,12.0,3.1166666666666667,17.5,17.75,17.5,2.0,17.25,0.0,0.0,0.0,0.0,0.0,5.333333333333333,17.166666666666668,2.1166666666666667,10.0,2.3666666666666667,Nintendo DS,Konami,"Tokyo, Japan",1969.0,"*Castlevania*
*Metal Gear*
*Contra*
*International Superstar Soccer*
*Silent Hill*
*Gradius*
*Pro Evolution Soccer*",,1,Action,Konami,83,0.27,17.95,T,2007
Phoenix Wright: Ace Attorney - Trials and Tribu...,22.08333333333333,34.766666666666666,21.03333333333333,107.0,15.766666666666667,23.78333333333333,35.68333333333333,23.0,48.0,16.683333333333334,24.666666666666668,24.85,24.666666666666668,4.0,24.466666666666665,20.416666666666668,26.666666666666668,20.0,55.0,15.5,Nintendo DS,Capcom,"Osaka, Japan",1979.0,"*Mega Man* series
*Street Fighter* series
*Resident Evil* series
*Devil May Cry* series",video game developer,1,"Adventure,Simulation",Capcom,81,0.27,17.95,T,2007
Disney Pirates of the Caribbean: At World's End,10.316666666666666,20.266666666666666,7.0,11.0,6.816666666666666,31.9,31.9,31.9,1.0,31.9,11.716666666666669,12.5,12.466666666666669,4.0,10.533333333333331,5.8,6.433333333333334,5.916666666666667,6.0,5.433333333333334,Nintendo DS,Disney,"Glendale, California, United States",1988.0,,Disney Interactive Studios; defunct 2016,1,Action,Disney,66,0.27,14.95,T,2007
Dragon Ball Z: Shin Budokai - Another Road,8.616666666666667,9.233333333333333,8.35,6.0,8.233333333333333,9.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,8.533333333333333,9.133333333333333,8.0,5.0,8.133333333333333,Sony PSP,,,,,,1,Action,"Atari,Namco",65,0.27,16.95,E,2007
Spider-Man 3,10.833333333333334,16.283333333333335,10.316666666666666,18.0,7.883333333333333,10.816666666666666,10.816666666666666,10.816666666666666,1.0,10.816666666666666,12.55,16.966666666666665,11.316666666666666,7.0,10.966666666666669,9.633333333333333,12.483333333333333,9.666666666666666,10.0,7.416666666666667,PlayStation 3,Activision,"Santa Monica, California, United States",1979.0,"*Call of Duty*
*Guitar Hero*
*Spyro*
*Pitfall!*","video game developer; acquired Neversoft in 1999 and Infinity Ward in 2003; 
acquired several other developers as well; merged with Vivendi to form Activision 
Blizzard in 2008",1,Action,Activision,60,0.27,17.95,E,2007
The Golden Compass,8.566666666666666,12.133333333333333,7.0,5.0,6.383333333333334,0.0,0.0,0.0,0.0,0.0,16.5,16.5,16.5,1.0,16.5,6.583333333333333,7.1,6.983333333333333,4.0,5.883333333333333,X360,Sega,"Tokyo, Japan",1960.0,"*Sonic the Hedgehog* series
*Phantasy Star* series
*Virtua Fighter series*",video game developer; merged with Sammy Studios as Sega Sammy Holdings,1,Action,Sega,41,0.27,9.95,M,2007
Stuntman: Ignition,8.2,11.133333333333333,6.333333333333333,10.0,5.8,13.1,14.516666666666667,15.0,3.0,11.683333333333334,6.333333333333333,6.416666666666667,6.333333333333333,2.0,6.25,6.016666666666667,7.816666666666666,5.266666666666667,5.0,5.0,X360,THQ,"Agoura Hills, California, United States",1989.0,"*Red Faction* series
*S.T.A.L.K.E.R.: Shadow of Chernobyl*
*Saints Row* series
*Tak and the Power of Juju*
*Destroy All Humans! series*","video game developer; Nordic Games (now THQ Nordic) revived the THQ brand 
in 2016, and all THQ franchises folded to THQ Nordic",4,"Action,Racing / Driving",THQ,75,0.26,14.95,T,2007
Chicken Shoot,0.6166666666666667,0.6833333333333333,0.6166666666666667,2.0,0.55,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,1.0,0.75,Nintendo Wii,,,,,,2,Action,,27,0.26,12.95,E,2007
Shrek the Third,5.116666666666666,5.966666666666667,4.75,4.0,4.466666666666667,5.5,5.5,5.5,1.0,5.5,7.0,7.0,7.0,1.0,7.0,4.0,4.0,4.0,2.0,4.0,Nintendo Wii,Activision,"Santa Monica, California, United States",1979.0,"*Call of Duty*
*Guitar Hero*
*Spyro*
*Pitfall!*","video game developer; acquired Neversoft in 1999 and Infinity Ward in 2003; 
acquired several other developers as well; merged with Vivendi to form Activision 
Blizzard in 2008",2,Action,Activision,57,0.26,16.95,E,2007
DK: Jungle Climber,6.433333333333334,7.6,6.0,3.0,5.25,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,1.0,9.0,5.15,5.566666666666666,5.15,2.0,4.716666666666667,Nintendo DS,Nintendo,"Kyoto, Japan",1889.0,"*Mario*
*The Legend of Zelda*
*Metroid*
*Pokémon*
*Pikmin*
*Kirby*
*Animal Crossing*",video game developer,1,"Action,Strategy",Nintendo,77,0.26,24.95,T,2007
Dragon Quest IV: Chapters of the Chosen,31.566666666666663,53.766666666666666,30.0,140.0,23.066666666666663,42.03333333333333,54.23333333333333,40.05,15.0,35.516666666666666,33.46666666666667,54.766666666666666,32.11666666666667,58.0,24.066666666666663,27.566666666666663,38.31666666666667,26.65,67.0,22.5,Nintendo DS,SquareEnix,"Tokyo, Japan",1975.0,"*Dragon Quest* series
*Final Fantasy* series",,1,Role-Playing (RPG),SquareEnix,80,0.26,24.95,T,2007
300: March to Glory,7.4,7.4,7.4,1.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,7.4,1.0,7.4,Sony PSP,Eidos,"London, England, United Kingdom",1990.0,"*Tomb Raider* series
*Hitman* series
*Championship Manager series*","Eidos Interactive; absorbed by Square Enix Europe in 2009. Several assets including Crystal 
Dynamics, Eidos-Montreal, along with related franchises like *Tomb Raider* 
were acquired by Embracer Group in 2022",1,Action,Eidos,55,0.26,14.95,E,2007
Fire Emblem: Radiant Dawn,50.18333333333333,99.5,47.833333333333336,70.0,30.83333333333333,55.516666666666666,62.61666666666667,55.0,7.0,49.61666666666667,63.766666666666666,105.65,58.833333333333336,20.0,47.15,43.0,55.75,42.0,43.0,27.58333333333333,Nintendo Wii,Nintendo,"Kyoto, Japan",1889.0,"*Mario*
*The Legend of Zelda*
*Metroid*
*Pokémon*
*Pikmin*
*Kirby*
*Animal Crossing*",video game developer,1,"Role-Playing (RPG),Strategy",Nintendo,78,0.26,34.95,T,2007
The Golden Compass,8.566666666666666,12.133333333333333,7.0,5.0,6.383333333333334,0.0,0.0,0.0,0.0,0.0,16.5,16.5,16.5,1.0,16.5,6.583333333333333,7.1,6.983333333333333,4.0,5.883333333333333,Nintendo Wii,Sega,"Tokyo, Japan",1960.0,"*Sonic the Hedgehog* series
*Phantasy Star* series
*Virtua Fighter series*",video game developer; merged with Sammy Studios as Sega Sammy Holdings,1,Action,Sega,35,0.26,14.95,E,2007
Manhunt 2,10.383333333333333,17.15,9.5,33.0,6.816666666666666,21.183333333333337,22.78333333333333,21.183333333333337,2.0,19.58333333333333,12.333333333333334,14.083333333333334,14.0,7.0,10.083333333333334,8.9,12.866666666666667,8.566666666666666,24.0,6.216666666666667,Nintendo Wii,Rockstar,"New York, New York, United States",1998.0,"*Max Payne*
*Grand Theft Auto* series
*Red Dead* series
*Manhunt*
*Midnight Club*
*Bully*",Rockstar Games; video game developer; currently a publishing label of Take-Two Interactive,1,Action,Rockstar,62,0.26,19.95,E,2007
NASCAR 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,X360,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,1,"Racing / Driving,Sports",EA,59,0.25,12.95,E,2007
Virtua Tennis 3,18.166666666666668,26.53333333333333,15.5,6.0,14.5,0.0,0.0,0.0,0.0,0.0,18.4,26.466666666666665,15.0,5.0,14.433333333333334,17.0,17.0,17.0,1.0,17.0,PlayStation 3,Sega,"Tokyo, Japan",1960.0,"*Sonic the Hedgehog* series
*Phantasy Star* series
*Virtua Fighter series*",video game developer; merged with Sammy Studios as Sega Sammy Holdings,4,Sports,Sega,80,0.24,19.95,E,2007
All-Pro Football 2K8,12.0,12.0,12.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,1.0,12.0,X360,2K,"Novato, California, United States",2005.0,"*NBA 2K*
*WWE 2K*","2K  Games; video game marketer and distributor; subsidiary and publishing label of Take-Two 
Interactive",4,Sports,2K,75,0.24,7.95,T,2007
Major League Baseball 2K7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PlayStation 3,2K,"Novato, California, United States",2005.0,"*NBA 2K*
*WWE 2K*","2K  Games; video game marketer and distributor; subsidiary and publishing label of Take-Two 
Interactive",2,Sports,2K,74,0.24,7.95,M,2007
The Warriors,12.566666666666666,16.75,10.45,14.0,9.0,12.916666666666666,12.916666666666666,12.916666666666666,1.0,12.916666666666666,10.366666666666667,10.366666666666667,10.366666666666667,1.0,10.366666666666667,12.733333333333333,16.75,10.266666666666667,12.0,9.0,Sony PSP,Rockstar,"New York, New York, United States",1998.0,"*Max Payne*
*Grand Theft Auto* series
*Red Dead* series
*Manhunt*
*Midnight Club*
*Bully*",Rockstar Games; video game developer; currently a publishing label of Take-Two Interactive,1,Action,Rockstar,52,0.24,17.95,T,2007
Ghost Rider,4.633333333333333,5.116666666666666,4.816666666666666,3.0,4.166666666666667,3.6,3.6,3.6,1.0,3.6,0.0,0.0,0.0,0.0,0.0,5.15,5.316666666666666,5.15,2.0,4.983333333333333,Sony PSP,2K,"Novato, California, United States",2005.0,"*NBA 2K*
*WWE 2K*","2K  Games; video game marketer and distributor; subsidiary and publishing label of Take-Two 
Interactive",4,Action,2K,49,0.23,16.95,T,2007
Tony Hawk's Proving Ground,8.133333333333333,8.133333333333333,8.133333333333333,1.0,8.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.133333333333333,8.133333333333333,8.133333333333333,1.0,8.133333333333333,Nintendo Wii,Activision,"Santa Monica, California, United States",1979.0,"*Call of Duty*
*Guitar Hero*
*Spyro*
*Pitfall!*","video game developer; acquired Neversoft in 1999 and Infinity Ward in 2003; 
acquired several other developers as well; merged with Vivendi to form Activision 
Blizzard in 2008",2,Sports,Activision,57,0.23,16.95,E,2007
Juiced 2: Hot Import Nights,16.45,18.0,15.6,8.0,15.0,0.0,0.0,0.0,0.0,0.0,17.416666666666668,18.683333333333337,17.35,4.0,16.183333333333334,15.5,16.616666666666667,15.0,4.0,14.616666666666667,X360,THQ,"Agoura Hills, California, United States",1989.0,"*Red Faction* series
*S.T.A.L.K.E.R.: Shadow of Chernobyl*
*Saints Row* series
*Tak and the Power of Juju*
*Destroy All Humans! series*","video game developer; Nordic Games (now THQ Nordic) revived the THQ brand 
in 2016, and all THQ franchises folded to THQ Nordic",2,Racing / Driving,THQ,68,0.23,14.95,E,2007
Juiced 2: Hot Import Nights,16.45,18.0,15.6,8.0,15.0,0.0,0.0,0.0,0.0,0.0,17.416666666666668,18.683333333333337,17.35,4.0,16.183333333333334,15.5,16.616666666666667,15.0,4.0,14.616666666666667,Nintendo DS,THQ,"Agoura Hills, California, United States",1989.0,"*Red Faction* series
*S.T.A.L.K.E.R.: Shadow of Chernobyl*
*Saints Row* series
*Tak and the Power of Juju*
*Destroy All Humans! series*","video game developer; Nordic Games (now THQ Nordic) revived the THQ brand 
in 2016, and all THQ franchises folded to THQ Nordic",1,Racing / Driving,THQ,72,0.23,13.95,T,2007
The Simpsons Game,1.0333333333333334,2.4,1.0,35.0,0.7166666666666667,1.4833333333333334,2.5166666666666666,1.0,7.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,1.45,0.8666666666666667,28.0,0.65,Sony PSP,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,1,Action,EA,59,0.23,16.95,M,2007
Syphon Filter: Logan's Shadow,,,,,,,,,,,,,,,,,,,,,Sony PSP,Sony,"San Mateo, California, United States",1993.0,"*Ratchet & Clank* series
*Jak and Daxter* series
*God of War* series
*Killzone* series
*Uncharted* series
*Resistance* series",a.k.a. Sony Interactive Entertainment; publishing under the PlayStation Studios label since 2020,1,"Action,Strategy",Sony,85,0.23,16.95,T,2007
Tiger Woods PGA Tour 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PlayStation 3,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,4,Sports,EA,79,0.22,12.95,T,2007
